gaze_offset_avg,gaze_offset_std,gaze_away_pct,face_absent_pct,multi_face_count,head_pose_variance,answer_delay_sec,eye_movement_speed,label
0.0459,0.0468,1.142,1.1732,0,0.0106,5.7004,0.0389,0
0.0822,0.056,7.4576,0.443,0,0.0766,2.0953,0.0193,0
0.0272,0.0261,2.4114,4.9608,0,0.031,1.5389,0.0221,0
0.0674,0.0234,4.7865,4.0151,1,0.0116,5.9883,0.0268,0
0.2746,0.0766,54.9797,20.9688,0,0.1918,29.8378,0.0942,1
0.0706,0.0345,9.3137,0.7319,0,0.015,3.8571,0.0209,0
0.08,0.026,14.5473,3.6323,0,0.0691,2.2841,0.0164,0
0.1049,0.1172,38.4872,10.8209,2,0.09,6.6087,0.0575,1
0.0673,0.0371,4.3056,4.0872,1,0.0135,5.1933,0.007,0
0.3426,0.0219,72.5259,14.4092,1,0.0307,7.7445,0.0815,1
0.097,0.0212,12.3702,2.6998,1,0.011,1.7096,0.0155,0
0.0381,0.0515,3.8971,4.0296,0,0.0263,1.1058,0.0251,0
0.0246,0.0747,10.3841,2.9009,1,0.0546,1.263,0.0252,0
0.3648,0.0318,56.0923,6.0393,1,0.0572,18.8773,0.0835,1
0.0975,0.0498,11.9672,4.3637,0,0.0763,5.1671,0.0114,0
0.0852,0.0573,0.2681,4.314,1,0.0377,6.0894,0.0209,0
0.2205,0.0384,46.0182,10.929,0,0.0516,4.7836,0.1686,1
0.1325,0.0671,54.3864,16.2128,0,0.0939,17.2732,0.05,1
0.0716,0.0463,14.5229,1.8388,0,0.0593,6.7609,0.0103,0
0.023,0.0734,13.1794,3.7764,0,0.0627,1.4725,0.0286,0
0.1546,0.0312,51.7806,25.0131,0,0.1401,24.0253,0.0907,1
0.0356,0.0415,9.775,0.6536,0,0.0581,1.568,0.0355,0
0.0726,0.0763,14.263,0.7112,0,0.0619,1.6397,0.0329,0
0.2309,0.0328,44.2063,11.0621,0,0.0721,8.5076,0.144,1
0.0886,0.0431,23.7906,5.842,0,0.0753,10.3473,0.0442,0
0.0296,0.0507,1.2157,3.3246,0,0.0295,3.6174,0.0102,0
0.2373,0.04,49.3078,6.5108,0,0.0781,13.0872,0.1079,1
0.1821,0.0363,58.6351,30.6573,0,0.0926,23.3634,0.0821,1
0.0728,0.0534,14.0584,4.3101,0,0.035,2.0838,0.031,0
0.0596,0.0564,11.8608,0.5344,0,0.0773,5.9652,0.0298,0
0.3449,0.0318,47.3514,10.1571,0,0.0404,7.7938,0.1004,1
0.0383,0.0502,10.4403,1.1686,0,0.0635,6.5768,0.0331,0
0.1225,0.054,19.4326,5.8749,0,0.1003,8.2319,0.0202,0
0.0271,0.028,11.5078,3.0549,0,0.034,7.5305,0.0069,0
0.0916,0.0736,7.1195,1.0124,0,0.0787,3.6283,0.011,0
0.0499,0.0591,10.089,3.9245,0,0.0744,6.2498,0.0156,0
0.2509,0.0716,49.8605,43.1913,0,0.0912,21.3494,0.1136,1
0.2543,0.0562,66.3475,9.2467,0,0.0462,5.2739,0.0855,1
0.0565,0.0703,14.164,2.4294,0,0.0127,6.939,0.0279,0
0.0895,0.0378,6.1036,1.8112,0,0.0707,6.5737,0.0335,0
0.106,0.0449,19.2512,2.869,1,0.0482,3.8298,0.0261,0
0.1391,0.0804,21.4673,4.665,0,0.0544,10.0682,0.0573,0
0.3959,0.0135,41.0747,8.7237,1,0.0335,22.3237,0.131,1
0.3364,0.0273,44.8566,10.1705,1,0.0489,7.0506,0.1371,1
0.3142,0.031,44.2781,11.696,0,0.0717,10.2449,0.1485,1
0.0579,0.0548,1.083,4.6404,0,0.0432,5.2543,0.0389,0
0.082,0.0711,7.9341,3.0081,0,0.0408,6.313,0.0393,0
0.0888,0.0743,18.7334,6.7997,1,0.0523,9.2626,0.0423,0
0.0793,0.0434,17.807,0.4562,0,0.1009,9.8226,0.0253,0
0.2888,0.0381,61.5142,3.5783,0,0.0677,8.0149,0.1156,1
0.1478,0.0515,48.7784,38.5327,0,0.1288,8.4774,0.0952,1
0.0902,0.022,0.1743,0.7502,1,0.0695,1.448,0.0229,0
0.1253,0.075,56.7103,30.875,0,0.1608,24.7738,0.0988,1
0.3277,0.0271,74.24,5.1072,1,0.0458,11.678,0.0603,1
0.2419,0.0258,72.8657,8.5697,0,0.0575,23.6296,0.0727,1
0.1736,0.1089,25.0827,15.4617,7,0.1044,10.4498,0.0683,1
0.0745,0.0635,16.5047,4.6847,0,0.1054,10.5936,0.0328,0
0.0803,0.074,12.5717,0.7373,0,0.0375,7.2239,0.0236,0
0.0546,0.0792,13.7323,1.2174,0,0.0198,1.0103,0.0096,0
0.2506,0.0185,75.7362,9.0535,1,0.0511,15.2805,0.1213,1
0.0702,0.0245,0.0864,2.4148,0,0.0448,6.326,0.0109,0
0.0854,0.0526,9.446,7.0662,0,0.0598,11.573,0.0525,0
0.0281,0.0515,10.003,3.0174,0,0.061,6.621,0.0213,0
0.0924,0.0309,13.6355,0.8241,0,0.0203,2.4302,0.0092,0
0.0251,0.0397,13.1868,2.4838,0,0.0191,6.873,0.0386,0
0.0417,0.0328,14.7613,1.1844,0,0.0506,7.447,0.038,0
0.2091,0.0135,45.5347,11.6647,0,0.0305,9.3972,0.0749,1
0.0894,0.0276,11.6978,4.4604,1,0.0307,4.4377,0.0203,0
0.0229,0.0745,7.7657,4.4756,0,0.0178,6.6989,0.0331,0
0.0511,0.0665,13.6855,3.8822,0,0.0342,1.8204,0.0292,0
0.0256,0.0323,7.3,4.5946,0,0.0203,3.8837,0.0194,0
0.0209,0.0511,10.3429,3.2128,0,0.0351,2.6905,0.0074,0
0.0762,0.0632,2.1374,1.2734,0,0.0377,2.8217,0.0067,0
0.0866,0.076,14.1609,4.7776,0,0.0524,1.3824,0.0332,0
0.094,0.0303,9.4893,3.2049,0,0.0548,7.0627,0.018,0
0.0357,0.0717,2.6952,0.6586,0,0.0105,4.5546,0.0307,0
0.154,0.0839,39.556,11.2289,6,0.1308,17.8168,0.0534,1
0.2477,0.0232,44.5137,9.3403,0,0.0334,10.0361,0.063,1
0.0494,0.0645,14.1542,0.5052,0,0.0352,6.1711,0.0245,0
0.1209,0.0462,14.6083,3.5363,0,0.0822,10.705,0.0418,0
0.1536,0.0429,55.996,6.1482,1,0.0385,13.2021,0.1682,1
0.1939,0.0349,64.5653,5.5302,0,0.0292,20.7819,0.1216,1
0.0654,0.0796,19.306,5.6169,0,0.1112,6.9667,0.0453,0
0.1314,0.0745,24.9247,4.6539,1,0.0346,6.0689,0.0468,0
0.3697,0.0234,42.1513,4.8641,0,0.038,7.5817,0.0916,1
0.0753,0.0267,11.6977,0.4046,0,0.075,5.7322,0.0352,0
0.2102,0.0309,69.5947,14.2747,1,0.0409,15.2845,0.1007,1
0.2371,0.0307,68.1734,6.4443,0,0.0203,6.2848,0.0929,1
0.0546,0.0861,13.558,1.0146,0,0.0829,5.1741,0.0322,0
0.1821,0.0863,40.1848,12.7551,8,0.1318,12.1743,0.0741,1
0.0821,0.0438,7.7966,1.0202,0,0.0772,3.7148,0.0252,0
0.0629,0.0342,11.1526,2.4848,0,0.0466,5.2255,0.0146,0
0.0971,0.0744,13.8127,3.8014,0,0.0174,7.4454,0.0368,0
0.2313,0.0349,40.8834,8.699,0,0.057,19.846,0.1349,1
0.1403,0.07,28.5752,15.7937,10,0.1436,17.6298,0.0446,1
0.3254,0.0301,51.4589,7.7568,1,0.0201,20.0359,0.0678,1
0.0455,0.0294,13.0612,2.7112,0,0.045,5.399,0.0108,0
0.096,0.0574,4.0462,4.9817,0,0.0784,3.4536,0.0389,0
0.0765,0.0717,14.8158,1.0837,0,0.0128,4.9345,0.0284,0
0.0846,0.0249,8.0546,1.6217,0,0.0698,7.3426,0.0391,0
0.069,0.0605,22.8386,0.6342,0,0.0868,3.1753,0.0595,0
0.2408,0.0506,66.0663,3.7264,0,0.0658,11.4679,0.154,1
0.0992,0.0633,3.5408,0.4959,0,0.0655,7.1779,0.0339,0
0.0926,0.0272,14.9236,0.3471,0,0.0706,3.1685,0.036,0
0.0707,0.0724,8.8941,1.665,0,0.0407,1.0851,0.0213,0
0.0463,0.0769,1.8316,2.9652,0,0.0273,6.0592,0.0292,0
0.1104,0.0578,10.4358,5.5145,0,0.052,4.5308,0.0367,0
0.0575,0.0228,10.1477,2.1062,0,0.056,2.5044,0.0196,0
0.0273,0.0428,13.0241,0.7444,0,0.0761,4.9134,0.0337,0
0.0809,0.0309,9.1161,0.642,0,0.0787,7.7692,0.0257,0
0.2237,0.0598,37.8958,6.3619,0,0.0638,13.2671,0.1369,1
0.0578,0.0291,3.4751,3.588,0,0.0761,5.9341,0.0147,0
0.0884,0.0749,2.9931,0.6405,0,0.0439,2.5565,0.0258,0
0.153,0.0228,46.4023,5.4267,0,0.0412,6.5499,0.1127,1
0.1819,0.0217,63.342,8.785,0,0.0778,11.9809,0.1013,1
0.2192,0.0394,52.1743,5.3101,1,0.0445,11.1077,0.099,1
0.3691,0.0198,57.8382,13.1904,0,0.0236,17.4221,0.1299,1
0.0586,0.0479,10.1815,6.9753,0,0.0592,5.1279,0.0577,0
0.3289,0.0152,64.7682,5.0076,0,0.0558,14.991,0.1455,1
0.0817,0.0738,3.46,3.6217,0,0.0704,4.5336,0.0068,0
0.0976,0.0451,14.815,3.5906,0,0.0574,4.6576,0.0312,0
0.0887,0.0376,6.4633,3.0799,0,0.0796,2.4243,0.0393,0
0.1043,0.0638,19.5538,2.9186,1,0.0727,7.1983,0.0522,0
0.0927,0.0603,9.3884,1.2828,0,0.037,6.4644,0.013,0
0.0228,0.0337,4.7813,2.8366,0,0.0373,2.1712,0.0186,0
0.0398,0.0471,7.4729,1.4641,0,0.0646,1.5849,0.0377,0
0.0349,0.0296,7.612,4.653,0,0.0656,3.081,0.0157,0
0.0262,0.0282,6.9524,0.3448,0,0.0333,3.2612,0.0313,0
0.1933,0.097,37.7051,9.4609,11,0.1065,15.5626,0.0787,1
0.0575,0.084,20.809,4.3222,0,0.0741,9.9477,0.0521,0
0.2384,0.0425,36.4013,26.9338,0,0.1905,21.6826,0.1164,1
0.0225,0.0301,0.8676,0.9593,0,0.0371,3.7759,0.0359,0
0.0553,0.0361,0.0741,2.941,0,0.035,6.4097,0.0217,0
0.0949,0.0782,11.4154,0.8676,0,0.0734,5.2701,0.0238,0
0.085,0.0324,13.0221,3.9431,0,0.0131,6.311,0.0092,0
0.0435,0.0377,0.5902,4.431,0,0.0603,4.2497,0.0068,0
0.133,0.1179,22.6025,18.1364,10,0.0865,10.0446,0.0302,1
0.1609,0.0706,43.3845,9.2532,10,0.1009,5.0733,0.0744,1
0.3018,0.038,43.7086,5.9235,0,0.0367,10.5034,0.0988,1
0.0509,0.0439,1.6047,2.0149,0,0.0384,5.9464,0.016,0
0.0945,0.0323,12.4333,3.6654,0,0.0766,7.3124,0.0092,0
0.2151,0.0319,51.9924,7.7475,0,0.0709,8.4739,0.1638,1
0.2491,0.0503,62.7047,40.2969,0,0.1261,14.962,0.0512,1
0.2772,0.0411,44.9641,3.5062,0,0.0341,11.1119,0.1356,1
0.3456,0.0314,71.6757,10.2492,0,0.0248,23.2775,0.0908,1
0.0902,0.0262,3.872,3.8056,0,0.0131,6.9033,0.0337,0
0.1506,0.0269,47.0111,3.8807,0,0.0304,10.5654,0.1067,1
0.2831,0.0597,37.5986,27.6521,1,0.1039,22.6173,0.0408,1
0.0757,0.052,7.3739,2.4393,0,0.0246,5.4117,0.0319,0
0.0663,0.0562,11.7042,4.4517,0,0.1195,5.6952,0.0261,0
0.0233,0.0451,9.7549,3.2824,0,0.0273,1.7374,0.0107,0
0.0347,0.0216,13.8787,0.0378,0,0.0792,3.1294,0.0135,0
0.0964,0.0522,14.638,3.2195,0,0.0782,1.0139,0.0078,0
0.2616,0.0532,43.1953,26.8514,0,0.1946,26.6883,0.0649,1
0.0275,0.024,6.485,1.5164,0,0.0171,7.1423,0.008,0
0.031,0.0719,8.119,3.4748,1,0.0325,3.1904,0.0344,0
0.3276,0.0403,43.8911,9.1091,0,0.0641,13.1717,0.114,1
0.0434,0.0782,13.8659,1.7581,0,0.0775,5.6413,0.0248,0
0.0221,0.0222,13.5105,3.7752,0,0.0545,5.4199,0.036,0
0.2409,0.0377,71.5609,14.9416,0,0.0456,15.7838,0.126,1
0.2325,0.0581,48.3339,18.0997,6,0.1188,8.5088,0.0327,1
0.0593,0.0208,3.8652,1.8608,0,0.077,1.4041,0.0226,0
0.0809,0.0701,7.7339,2.8074,0,0.0325,6.4737,0.0123,0
0.059,0.0647,23.6128,3.2982,0,0.0706,8.2865,0.0454,0
0.1113,0.0525,39.1046,6.3574,3,0.106,10.8543,0.0478,1
0.0919,0.0281,4.8542,2.5307,0,0.029,7.839,0.013,0
0.2517,0.0278,66.6693,4.1398,0,0.0462,10.3429,0.0828,1
0.0649,0.0407,7.6903,0.5205,0,0.0438,1.3617,0.0174,0
0.1251,0.0813,8.0005,0.4963,0,0.0353,7.9862,0.0518,0
0.026,0.0742,5.3193,3.1193,0,0.0716,3.4174,0.0105,0
0.2831,0.0341,55.8311,4.619,1,0.0294,13.6402,0.0643,1
0.0663,0.0309,4.8969,3.2968,0,0.0141,7.1718,0.0183,0
0.1216,0.1098,33.1294,13.7834,8,0.0515,9.648,0.0636,1
0.0267,0.0303,2.0948,3.3823,1,0.0167,4.6261,0.0219,0
0.0592,0.0647,10.2021,1.8007,0,0.0154,3.9591,0.0079,0
0.0783,0.077,6.4166,0.4786,0,0.0433,7.6296,0.0343,0
0.1951,0.025,47.184,13.2524,0,0.0383,7.1898,0.0669,1
0.0989,0.0282,10.3894,2.201,0,0.036,5.5789,0.0289,0
0.0624,0.0662,4.5145,3.0313,0,0.0722,7.181,0.0343,0
0.0848,0.0708,12.9018,3.9251,0,0.0525,1.3932,0.0243,0
0.0425,0.0435,12.9654,2.2489,0,0.0371,6.8694,0.027,0
0.0425,0.0461,10.432,2.4823,0,0.0332,3.5784,0.0226,0
0.0349,0.0366,13.1619,3.3092,0,0.0144,4.842,0.0167,0
0.1573,0.0324,38.623,11.7536,1,0.0734,7.1043,0.0831,1
0.0936,0.0561,19.285,3.8279,0,0.0731,10.8273,0.0526,0
0.1995,0.034,45.8644,45.2853,0,0.0861,27.1005,0.0984,1
0.1236,0.0531,10.2646,4.4189,0,0.0883,3.8085,0.0473,0
0.0854,0.0478,1.3048,1.0047,0,0.0606,6.4863,0.0124,0
0.0843,0.0237,1.3723,4.9707,0,0.0725,1.3629,0.0072,0
0.0913,0.0329,6.0621,2.5904,0,0.0462,3.2716,0.0195,0
0.3437,0.0122,44.9643,7.5724,0,0.0504,18.3387,0.0801,1
0.0357,0.0217,6.029,2.0551,0,0.0289,6.7925,0.0209,0
0.173,0.0654,35.604,17.4595,10,0.0755,15.7271,0.0325,1
0.2445,0.0213,51.73,10.4235,0,0.0721,8.9083,0.1683,1
0.0255,0.0768,3.5631,3.6299,0,0.0542,3.9349,0.0236,0
0.0488,0.0405,9.0003,1.8794,0,0.0716,1.1534,0.0225,0
0.0449,0.0268,3.4944,4.03,0,0.0208,1.297,0.0375,0
0.0701,0.0557,0.6016,3.2291,0,0.0237,4.7863,0.0315,0
0.0479,0.0566,13.0731,0.3409,0,0.0269,5.0805,0.0094,0
0.1539,0.0339,39.3149,5.6825,0,0.0629,4.1072,0.0977,1
0.1927,0.0961,49.2431,12.4629,11,0.102,6.5914,0.0437,1
0.2742,0.0179,58.2727,3.0073,0,0.0407,24.3312,0.1167,1
0.0615,0.0646,6.8283,2.4412,0,0.0676,7.554,0.0169,0
0.0497,0.0698,6.6563,3.5384,1,0.0795,7.3576,0.0376,0
0.2628,0.0173,69.5497,12.9019,1,0.0595,21.5007,0.0796,1
0.0781,0.0454,10.6359,1.7485,0,0.0318,7.1342,0.0284,0
0.0579,0.0598,6.9393,2.1604,0,0.076,3.7372,0.0136,0
0.3226,0.0495,61.3788,11.6451,0,0.0742,10.3002,0.1519,1
0.0423,0.0499,13.0094,3.5437,0,0.0692,1.7931,0.0101,0
0.0382,0.0571,9.8286,0.8765,0,0.0434,3.8317,0.0185,0
0.2009,0.054,52.5071,24.6582,0,0.1947,8.2973,0.1193,1
0.0976,0.0512,13.1205,4.757,0,0.0684,6.001,0.0398,0
0.033,0.0739,10.8789,4.2326,0,0.0505,4.5008,0.0282,0
0.1973,0.0587,60.7008,10.2146,0,0.0398,4.2632,0.1579,1
0.0598,0.0327,10.1702,2.6048,0,0.0684,2.9342,0.0095,0
0.021,0.0598,8.5052,0.121,0,0.0507,2.8484,0.0139,0
0.0804,0.0251,10.6017,3.919,0,0.0499,3.7258,0.0258,0
0.2112,0.0251,51.9867,3.2433,1,0.0273,7.0643,0.1429,1
0.0639,0.0682,3.7065,1.0284,0,0.036,5.8576,0.0268,0
0.0433,0.029,0.5092,4.6352,0,0.044,6.1054,0.0058,0
0.1889,0.0729,30.5572,19.3292,0,0.1468,13.2247,0.0998,1
0.2788,0.035,31.097,23.3146,0,0.1392,27.5501,0.0919,1
0.2968,0.0799,33.5662,19.3248,0,0.091,27.1727,0.0639,1
0.0209,0.0405,12.0851,1.8397,0,0.0655,4.0343,0.0154,0
0.1345,0.0803,12.6232,5.6139,0,0.0768,6.7801,0.0555,0
0.3855,0.0251,44.245,10.9073,0,0.0275,10.9308,0.0796,1
0.0747,0.047,0.9803,0.9072,0,0.0679,5.6271,0.0397,0
0.0339,0.0789,8.0998,1.5234,0,0.0662,2.7563,0.0322,0
0.0943,0.074,9.3933,2.4067,0,0.0766,4.6501,0.0152,0
0.2764,0.0471,32.7625,19.0305,0,0.1879,13.9015,0.0794,1
0.1901,0.0346,44.7643,7.8536,0,0.0515,10.1019,0.1356,1
0.1233,0.0341,35.1748,35.4539,0,0.1566,29.1555,0.0757,1
0.2028,0.0752,47.0573,16.8904,9,0.0833,8.3923,0.0627,1
0.0989,0.0459,9.2792,0.4382,0,0.0385,3.4257,0.022,0
0.0634,0.0441,5.2594,3.0697,0,0.0287,1.773,0.0313,0
0.3175,0.0375,61.7838,3.3073,0,0.0309,14.1015,0.0896,1
0.0526,0.0859,17.3308,3.3186,0,0.0989,7.3398,0.0233,0
0.3422,0.0229,58.6501,8.6033,0,0.038,18.7883,0.1304,1
0.062,0.0686,8.5192,4.4902,0,0.0582,2.6129,0.0194,0
0.0889,0.0648,6.1268,2.6791,0,0.0585,3.0003,0.013,0
0.0728,0.04,13.0768,3.0751,0,0.031,1.8229,0.0159,0
0.0645,0.0676,6.4546,4.0077,0,0.0403,6.5117,0.0259,0
0.3712,0.0243,63.3568,10.7068,0,0.0499,6.4992,0.0664,1
0.3494,0.0279,59.3559,11.2979,0,0.0707,5.665,0.0969,1
0.0274,0.0394,1.0103,0.8742,0,0.0415,5.1131,0.0351,0
0.0897,0.0753,8.7013,3.3474,1,0.0693,5.7181,0.0347,0
0.285,0.0245,63.8574,8.7162,0,0.0406,21.4749,0.1459,1
0.3911,0.0106,40.8009,6.5006,0,0.0467,11.036,0.0664,1
0.0473,0.069,14.4449,1.7305,0,0.0434,2.8977,0.0396,0
0.0625,0.0292,14.0432,3.6875,0,0.0774,3.481,0.0171,0
0.1639,0.0543,63.7725,16.9402,0,0.1533,19.9065,0.0567,1
0.2977,0.0314,72.2047,10.3249,0,0.0293,17.621,0.0915,1
0.2976,0.0134,41.6374,14.016,0,0.0594,22.3923,0.0757,1
0.3412,0.0158,72.4629,10.0754,0,0.0228,24.6209,0.0765,1
0.2105,0.0296,64.1623,3.1217,1,0.0786,12.4383,0.0834,1
0.0535,0.0421,17.5866,0.8439,1,0.0555,3.7101,0.0455,0
0.241,0.0327,69.3747,4.5847,1,0.0427,12.2588,0.0807,1
0.073,0.0415,9.2379,2.4177,0,0.0479,7.6656,0.0375,0
0.2942,0.0363,39.7162,3.9411,1,0.0392,13.0312,0.1327,1
0.0809,0.0418,13.2131,1.5276,0,0.0344,2.4373,0.0331,0
0.1142,0.083,40.8536,17.1254,9,0.0774,14.0366,0.0739,1
0.0213,0.0738,14.7178,4.3899,0,0.0382,5.5395,0.021,0
0.0443,0.0426,2.7086,3.2374,0,0.0418,3.1276,0.0064,0
0.126,0.049,13.0308,0.8644,0,0.0313,13.6817,0.0554,0
0.0637,0.0512,13.0515,0.2171,0,0.0479,5.2109,0.0235,0
0.3366,0.0219,59.3394,6.8235,0,0.0436,14.971,0.1382,1
0.2713,0.0475,37.494,5.3761,0,0.032,7.195,0.1099,1
0.1016,0.0808,23.1365,0.6883,0,0.1042,10.4233,0.0283,0
0.2304,0.0233,43.9314,10.3207,0,0.0649,7.9452,0.1313,1
0.0704,0.0401,12.2675,0.9305,0,0.0394,5.6338,0.034,0
0.0275,0.0407,0.1466,3.186,0,0.0357,5.6495,0.0111,0
0.3522,0.0319,68.9879,9.7097,0,0.0546,15.541,0.0686,1
0.181,0.0668,32.6811,15.2259,6,0.068,5.4469,0.0695,1
0.0395,0.0705,9.5779,0.3115,0,0.069,2.7386,0.0329,0
0.036,0.0449,12.9306,1.4244,0,0.0372,3.1205,0.0055,0
0.2965,0.0228,54.1237,8.9543,0,0.037,14.1904,0.1323,1
0.0857,0.0749,10.5702,4.1252,0,0.0437,5.3433,0.0183,0
0.2901,0.0434,68.8789,4.8706,0,0.0591,6.5765,0.1786,1
0.0953,0.044,10.9967,4.9233,0,0.0723,2.4438,0.017,0
0.0705,0.0298,6.14,3.0761,0,0.0404,1.4377,0.0126,0
0.0278,0.0348,10.8715,3.4056,0,0.0522,5.1345,0.0253,0
0.1807,0.0594,40.7602,4.7555,1,0.0779,12.8955,0.1421,1
0.0257,0.0215,3.7085,3.664,0,0.0269,4.9247,0.0202,0
0.0971,0.0486,11.7358,0.131,0,0.0765,5.8465,0.0181,0
0.2032,0.051,68.8839,4.2839,1,0.0767,8.3322,0.137,1
0.1074,0.0939,25.3165,10.385,7,0.1099,15.3474,0.0725,1
0.2795,0.0355,69.1205,4.6453,0,0.0343,16.4552,0.1458,1
0.1379,0.1112,47.378,11.5703,2,0.1103,12.7168,0.0624,1
0.0471,0.0269,0.6861,1.8377,0,0.0578,1.1078,0.0317,0
0.1901,0.1135,31.7098,9.5863,5,0.1441,16.0322,0.0491,1
0.2053,0.1148,34.2416,13.57,3,0.1498,9.7243,0.0585,1
0.0632,0.0601,8.2326,0.2055,0,0.1142,12.7256,0.0324,0
0.2512,0.0389,35.7857,10.4673,0,0.0647,3.5741,0.0942,1
0.2102,0.0925,36.4929,8.401,10,0.0565,9.8479,0.0614,1
0.0748,0.0757,15.5498,1.2115,0,0.0403,12.7007,0.0541,0
0.2682,0.0462,62.2844,7.5817,0,0.0729,14.328,0.1538,1
0.0707,0.0563,5.0268,4.597,0,0.0769,7.7798,0.0268,0
0.2517,0.0303,69.3507,3.4541,0,0.0408,7.6099,0.0841,1
0.0316,0.0552,10.4621,1.3156,0,0.0441,5.9319,0.0104,0
0.2145,0.0403,40.3913,43.7322,0,0.1065,15.9198,0.1037,1
0.2176,0.045,37.7879,4.3873,0,0.0469,10.6625,0.0945,1
0.1459,0.0409,62.9307,42.8902,0,0.0969,25.0518,0.0758,1
0.0329,0.068,3.3666,3.2544,0,0.024,5.0022,0.0364,0
0.0978,0.0284,5.9639,2.5471,0,0.0319,2.5008,0.0111,0
0.231,0.0213,46.9836,4.4301,1,0.0302,19.9909,0.1217,1
0.0607,0.0253,13.9163,1.775,0,0.0504,2.1009,0.0352,0
0.0832,0.0492,7.6085,0.0161,0,0.0496,2.5237,0.0139,0
0.0802,0.0284,14.0081,2.0631,0,0.0567,5.9614,0.0129,0
0.2476,0.03,58.4799,31.6091,0,0.0921,22.759,0.054,1
0.0884,0.0536,13.1976,3.1339,0,0.0401,12.4883,0.0225,0
0.2838,0.0657,58.6732,25.4473,0,0.1234,23.4704,0.0539,1
0.366,0.0347,73.4612,14.3772,0,0.0398,6.9404,0.0712,1
0.0631,0.0649,1.9427,3.6533,0,0.0414,3.1474,0.0391,0
0.0916,0.0537,11.9817,4.421,1,0.0282,4.597,0.0332,0
0.0392,0.0522,12.5552,1.5156,0,0.0162,6.1652,0.0353,0
0.0861,0.055,11.046,0.1766,0,0.0151,5.5382,0.0236,0
0.1647,0.0204,38.5407,4.0793,0,0.0717,6.2976,0.1636,1
0.0731,0.0686,6.6885,1.0802,0,0.0541,1.6484,0.0099,0
0.2966,0.033,48.2797,7.2308,0,0.0219,9.4602,0.1336,1
0.1297,0.0564,35.0546,11.4338,6,0.0657,17.5618,0.0678,1
0.1314,0.0749,64.4001,47.7089,0,0.1426,9.3738,0.0833,1
0.0681,0.077,3.745,3.0395,0,0.015,6.3588,0.0083,0
0.1685,0.0434,45.6626,23.203,0,0.0813,23.0172,0.0731,1
0.0444,0.071,5.0981,0.9057,0,0.0722,3.7524,0.0255,0
0.0539,0.0305,13.0336,2.9911,0,0.035,6.0148,0.028,0
0.2068,0.0312,44.3262,4.4954,0,0.0307,13.7352,0.0801,1
0.0454,0.0401,1.8778,1.206,0,0.077,7.2674,0.0221,0
0.071,0.0564,8.1194,1.4827,0,0.0574,7.5878,0.0387,0
0.2547,0.0339,56.9981,8.6884,0,0.025,11.1163,0.0683,1
0.051,0.0919,18.3213,5.2775,0,0.0888,6.0434,0.0394,0
0.3352,0.0394,64.5261,5.4477,0,0.0257,24.981,0.1035,1
0.3893,0.0362,58.303,10.7625,0,0.0372,24.9664,0.1211,1
0.2059,0.0926,36.4798,5.0587,10,0.1248,16.3383,0.0735,1
0.0312,0.0349,4.6554,0.4904,0,0.0392,5.5453,0.0122,0
0.3605,0.0136,58.5682,13.5025,0,0.0205,5.7751,0.1048,1
0.0373,0.0539,1.5685,0.3604,0,0.0472,3.1546,0.0339,0
0.0705,0.0531,7.9675,2.2431,0,0.0213,1.481,0.0172,0
0.0927,0.0252,10.6254,0.1808,0,0.053,3.8252,0.017,0
0.1511,0.0302,50.4726,17.6818,0,0.1226,21.224,0.1067,1
0.3082,0.0338,74.2786,13.1887,0,0.0487,22.9883,0.1486,1
0.1415,0.1117,33.1433,9.5678,8,0.1432,12.1557,0.0784,1
0.0854,0.0772,22.1358,3.6335,0,0.0709,4.5661,0.0325,0
0.1739,0.0888,22.1333,10.383,8,0.1098,12.2428,0.0488,1
0.096,0.0348,5.8284,2.1843,0,0.0699,4.0264,0.0306,0
0.0602,0.0607,9.8768,4.1303,0,0.0561,2.2556,0.0124,0
0.0688,0.0556,11.9614,0.6386,0,0.0638,4.6309,0.0072,0
0.2677,0.028,74.4996,3.7335,1,0.0255,18.6758,0.1442,1
0.288,0.0276,67.0279,9.0297,0,0.0549,9.3683,0.1612,1
0.2599,0.0157,50.2141,5.3334,1,0.0419,21.768,0.0656,1
0.283,0.0289,74.0562,5.8741,0,0.0579,13.1579,0.0902,1
0.05,0.0501,14.8147,4.4346,0,0.0258,4.0026,0.0336,0
0.0667,0.0434,9.8677,1.9192,0,0.0255,5.8731,0.0174,0
0.079,0.0752,5.0534,2.6515,0,0.0693,6.0312,0.0205,0
0.0854,0.0543,10.3183,4.6138,0,0.0553,7.6132,0.0222,0
0.0288,0.0491,12.1427,4.7881,0,0.0113,6.1289,0.008,0
0.1749,0.0973,34.4864,16.9395,3,0.1278,12.6225,0.0628,1
0.1994,0.0113,55.4987,6.5526,0,0.0541,17.5681,0.1328,1
0.0441,0.0396,8.486,3.1179,0,0.0618,4.0241,0.014,0
0.3118,0.0565,37.56,7.9831,1,0.0327,7.4533,0.0972,1
0.0918,0.0549,14.5332,0.6758,0,0.0676,4.1518,0.0383,0
0.2228,0.0359,63.3369,10.0239,0,0.0527,13.773,0.1206,1
0.0837,0.0585,7.4833,4.2044,0,0.0599,2.1164,0.0304,0
0.0488,0.0567,10.342,3.4011,0,0.0187,3.4982,0.0375,0
